MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count, Well_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,VI_Count_Down
12/14/2095 4:42:01,1.16.2,VAR INT,3,4.14,1,1,Pellet,Left,117,21,6,50,0,0.42,767,nan,nan
12/14/2095 4:42:17,1.16.2,VAR INT,3,4.13,nan,1,Left,Left,118,21,6,50,0,nan,nan,0.05,nan
12/14/2095 4:42:17,1.16.2,VAR INT,3,4.13,nan,1,Set VI,Left,118,21,6,50,0,nan,nan,nan,13.50
12/14/2095 4:42:18,1.16.2,VAR INT,3,4.13,nan,1,Left,Left,119,21,6,50,0,nan,nan,0.00,13.21
12/14/2095 4:42:28,1.16.2,VAR INT,3,4.13,1,1,Pellet,Left,119,21,6,51,0,0.36,28,nan,nan
12/14/2095 4:42:39,1.16.2,VAR INT,3,4.12,nan,1,Left,Left,120,21,6,51,0,nan,nan,0.15,nan
12/14/2095 4:42:39,1.16.2,VAR INT,3,4.13,nan,1,Set VI,Left,120,21,6,51,0,nan,nan,nan,8.50
12/14/2095 4:42:47,1.16.2,VAR INT,3,4.13,1,1,Pellet,Left,120,21,6,52,0,0.48,19,nan,nan
12/14/2095 4:51:06,1.16.2,VAR INT,3,4.12,nan,1,Left,Left,121,21,6,52,0,nan,nan,0.02,nan
12/14/2095 4:51:06,1.16.2,VAR INT,3,4.14,nan,1,Set VI,Left,121,21,6,52,0,nan,nan,nan,9.50
12/14/2095 4:51:08,1.16.2,VAR INT,3,4.13,nan,1,Left,Left,122,21,6,52,0,nan,nan,0.00,6.55
12/14/2095 4:51:13,1.16.2,VAR INT,3,4.13,1,1,Pellet,Left,122,21,6,53,0,0.24,506,nan,nan
12/14/2095 4:51:27,1.16.2,VAR INT,3,4.13,nan,1,Left,Left,123,21,6,53,0,nan,nan,0.45,nan
12/14/2095 4:51:28,1.16.2,VAR INT,3,4.12,nan,1,Set VI,Left,123,21,6,53,0,nan,nan,nan,15.50
12/14/2095 4:51:40,1.16.2,VAR INT,3,4.13,2,1,Pellet,Left,123,21,6,54,0,0.06,27,nan,nan
12/14/2095 4:51:48,1.16.2,VAR INT,3,4.12,nan,1,Left,Left,124,21,6,54,0,nan,nan,0.04,nan
12/14/2095 4:51:48,1.16.2,VAR INT,3,4.13,nan,1,Set VI,Left,124,21,6,54,0,nan,nan,nan,12.50
12/14/2095 4:51:58,1.16.2,VAR INT,3,4.12,1,1,Pellet,Left,124,21,6,55,0,0.06,18,nan,nan
12/14/2095 4:52:14,1.16.2,VAR INT,3,4.13,nan,1,Left,Left,125,21,6,55,0,nan,nan,0.29,nan
12/14/2095 4:52:14,1.16.2,VAR INT,3,4.12,nan,1,Set VI,Left,125,21,6,55,0,nan,nan,nan,17.50
12/14/2095 4:52:30,1.16.2,VAR INT,3,4.12,2,1,Pellet,Left,125,21,6,56,0,0.67,32,nan,nan
